"Word", "Tag", "Score"
luggage_compartment,n,0
luggage_rack,n,0
luggage_van,n,0
lugger,n,0
luging,n,0
lugsail,n,0
lugubrious,a,0
lugubriously,r,0
lugubriousness,n,0.31712
lugworm,n,0
lukewarm,a,0
lukewarmly,r,0
lukewarmness,n,0
lull,n,-2.48832
lull,v,-0.31712
lullaby,n,0
lulu,n,-0.63424
lumbago,n,0
lumbar,a,0
lumbar_artery,n,0
lumbar_nerve,n,0
lumbar_pain,n,0
lumbar_plexus,n,0
lumbar_puncture,n,0
lumbar_vein,n,0
lumbar_vertebra,n,0
lumber,n,0
lumber,v,0.232417792
lumber_jacket,n,0
lumber_room,n,0
lumbering,a,0
lumbering,n,0
lumberjack,n,0
lumberman,n,0
lumberman's_saw,n,0
lumbermill,n,0
lumberyard,n,0
lumbosacral,a,0
lumbosacral_plexus,n,0
lumbus,n,0
lumen,n,0
luminance,n,-0.63424
luminance_unit,n,0
luminary,n,0
luminesce,v,0
luminescence,n,0
luminescent,a,0
luminism,n,0
luminosity,n,-0.751064064
luminous,a,0
luminous_energy,n,0
luminous_flux,n,0
luminous_flux_unit,n,0
luminous_intensity_unit,n,0
luminousness,n,-0.0283942912
lumma,n,0
lummox,n,-0.14311424
lump,n,-0.232417792
lump,v,0
lump_sugar,n,0
lump_sum,n,0
lumpectomy,n,0
lumpen,a,0
lumpenproletariat,n,0
lumper,n,0
lumpfish,n,0
lumpish,a,0
lumpsucker,n,0
lumpy,a,0
lumpy_jaw,n,0
luna_moth,n,0
lunacy,n,0.31712
lunar,a,0
lunar_calendar,n,0
lunar_caustic,n,0
lunar_crater,n,0
lunar_day,n,0
lunar_eclipse,n,0
lunar_excursion_module,n,0
lunar_latitude,n,0
lunar_module,n,0
lunar_month,n,0
lunar_time_period,n,0
lunar_year,n,0
lunate,a,0
lunate_bone,n,0
lunatic,a,0
lunatic,n,-3.97664
lunatic_fringe,n,0
lunation,n,0
lunch,n,0
lunch,v,0
lunch_meat,n,0
lunch_meeting,n,0
lunch_period,n,0
luncheon,n,0
luncheon_meat,n,0
luncheon_meeting,n,0
luncheon_voucher,n,0
luncher,n,0
lunching,n,0
lunchroom,n,0
lunchtime,n,0
lunette,n,0
lung,n,0
lung-like,a,0
lung-power,n,0
lung_cancer,n,0
lunge,n,0
lunge,v,0
lungen,n,0
lunger,n,0
lungfish,n,0
lungi,n,0
lungless_salamander,n,0
lungyi,n,0
lunisolar,a,0
lunisolar_calendar,n,0
lunitidal_interval,n,0
lunkhead,n,0.31712
lunula,n,0
lunule,n,0
lupin,n,0
lupine,a,0
lupine,n,0
lupus,n,0
lupus_erythematosus,n,0
lupus_vulgaris,n,0
lurch,n,0
lurch,v,0.63424
lurcher,n,0
lure,n,0
lure,v,-1.0
lurid,a,0
luridly,r,0
luridness,n,0
lurk,v,-4.46377408463
lurker,n,0
lurking_place,n,0
luscious,a,0
lusciously,r,0
lusciousness,n,0
lush,a,0
lush,n,0
lushness,n,0
lust,n,2.189033472
lust,v,0.63424
lust_after,v,0
lust_for_learning,n,0
luster,n,3.661274624
lusterless,a,0
lusterlessness,n,0
lusterware,n,0
lustful,a,0
lustfully,r,0
lustfulness,n,-0.5043093504
lustily,r,0
lustiness,n,-0.31712
lustrate,v,0
lustre,n,-0.9986469888
lustreless,a,0
lustrelessness,n,0
lustrous,a,0
lustrum,n,0
lusty,a,0
lusus_naturae,n,0.63424
lutanist,n,0
lute,n,0
luteal,a,0
luteal_phase,n,0
lutecium,n,0
lutefisk,n,0
lutein,n,0
luteinizing_hormone,n,0
lutenist,n,0
luteotropin,n,0
lutetium,n,0
lutfisk,n,0
luthier,n,0
luting,n,0
lutist,n,0
lux,n,0
luxate,v,0
luxation,n,0
luxe,a,0
luxuria,n,-0.5043093504
luxuriance,n,0
luxuriant,a,0
luxuriantly,r,0
luxuriate,v,0.31712
luxuriation,n,0
luxurious,a,0
luxuriously,r,0
luxuriousness,n,-0.416102912
luxury,n,2.2474167296
luxury_liner,n,0
lv,a,0
lvi,a,0
lvii,a,0
lviii,a,0
lwei,n,0
lx,a,0
lx,n,0
lxi,a,0
lxii,a,0
lxiii,a,0
lxiv,a,0
lxv,a,0
lxvi,a,0
lxvii,a,0
lxviii,a,0
lxx,a,0
lxxi,a,0
lxxii,a,0
lxxiii,a,0
lxxiv,a,0
lxxv,a,0
lxxvi,a,0
lxxvii,a,0
lxxviii,a,0
lxxx,a,0
lxxxi,a,0
lxxxii,a,0
lxxxiii,a,0
lxxxiv,a,0
lxxxv,a,0
lxxxvi,a,0
lxxxvii,a,0
lxxxviii,a,0
lycaenid,n,0
lycaenid_butterfly,n,0
lycanthrope,n,0
lycanthropy,n,0
lycee,n,0
lyceum,n,0
lychee,n,0
lychgate,n,0
lychnis,n,0
lycopene,n,0
lycopod,n,0
lye,n,0
lye_hominy,n,0
lygaeid,n,0
lygaeid_bug,n,0
lygus_bug,n,0
lying,n,-3.97664
lying-in,n,0.31712
lying_in_wait,a,0
lying_in_wait,n,0.63424
lying_under_oath,n,0
lymantriid,n,0
lyme_grass,n,0
lymph,n,0
lymph_cell,n,0
lymph_gland,n,0
lymph_node,n,0
lymph_vessel,n,0
lymphadenitis,n,0
lymphadenoma,n,0
lymphadenopathy,n,0
lymphangiectasia,n,0
lymphangiectasis,n,0
lymphangiogram,n,0
lymphangiography,n,0
lymphangioma,n,0
lymphangitis,n,0
lymphatic,a,0
lymphatic_system,n,0
lymphatic_tissue,n,0
lymphatic_vessel,n,0
lymphedema,n,0
lymphoblast,n,0
lymphoblast-like,a,0
lymphoblastic_leukemia,n,0
lymphocyte,n,0
lymphocytic,a,0
lymphocytic_choriomeningitis,n,0
lymphocytic_choriomeningitis_virus,n,0
lymphocytic_leukemia,n,0
lymphocytopenia,n,0
lymphocytosis,n,0
lymphogranuloma,n,0
lymphogranuloma_venereum,n,0
lymphography,n,0
lymphoid,a,0
lymphoid_tissue,n,0
lymphokine,n,0
lymphoma,n,0
lymphopathia_venereum,n,0
lymphopenia,n,0
lymphopoiesis,n,0
lymphuria,n,0
lynch,v,0
lynch_law,n,0
lynch_mob,n,0
lynching,n,0
lynchpin,n,-0.31712
lynx,n,0
lynx-eyed,a,0
lyonnaise,a,0
lyophilisation,n,0
lyophilise,v,0
lyophilised,a,0
lyophilization,n,0
lyophilize,v,0
lyophilized,a,0
lypressin,n,0
lyrate,a,0
lyrate_leaf,n,0
lyre,n,0
lyre-flower,n,0
lyre-shaped,a,0
lyre_snake,n,0
lyrebird,n,0
lyreflower,n,0
lyric,a,0
lyric,n,2.330637312
lyric,v,0
lyric_poem,n,-0.4993234944
lyrical,a,0
lyricality,n,0
lyrically,r,0
lyricism,n,0
lyricist,n,0
lyrist,n,0
lysergic_acid,n,0
lysergic_acid_diethylamide,n,0
lysin,n,0
lysine,n,0
lysine_intolerance,n,0
lysinemia,n,0
lysis,n,0
lysogenic,a,0
lysogenicity,n,0
lysogenisation,n,0
lysogenization,n,0
lysogenize,v,0
lysogeny,n,0
lysosome,n,0
lysozyme,n,0
lyssa,n,0.31712
lyssavirus,n,0
m,a,0
m,n,0
mA,n,0
mRNA,n,0
mV,n,0
ma,n,0
ma'am,n,0
maar,n,0
mac,n,0
macabre,a,0
macadam,n,0
macadamia,n,0
macadamia_nut,n,0
macadamia_nut_tree,n,0
macadamia_tree,n,0
macadamise,v,0
macadamize,v,0
macamba,n,0
macaque,n,0
macaroni,n,0
macaroni_and_cheese,n,0
macaroni_salad,n,0
macaroni_wheat,n,0
macaronic,a,0
macaroon,n,0
macaw,n,0
mace,n,0
macebearer,n,0
macedoine,n,0
macer,n,0
macerate,v,0.31712
maceration,n,0
macerative,a,0
machete,n,0
machicolate,v,0
machicolation,n,0
machilid,n,0
machinate,v,-0.31712
machination,n,0
machinator,n,0.31712
machine,n,0
machine,v,0
machine-accessible,a,0
machine-controlled,a,0
machine-displayable_text,n,0
machine-driven,a,0
machine-made,a,0
machine-oriented_language,n,0
machine-readable_text,n,0
machine-wash,v,0
machine_bolt,n,0
machine_code,n,0
machine_gun,n,0
machine_gun,v,0
machine_gunner,n,0
machine_language,n,0
machine_operation,n,0
machine_pistol,n,0
machine_politician,n,0.31712
machine_readable,a,0
machine_readable_dictionary,n,0
machine_rifle,n,0
machine_screw,n,0
machine_shop,n,0
machine_stitch,n,0
machine_tool,n,0
machine_translation,n,0
machine_wash,v,0
machinelike,a,0
machinery,n,0
machinist,n,0
machinist's_vise,n,0
machismo,n,0
machmeter,n,0
macho,a,0
macho,n,0
macho-man,n,-0.31712
macintosh,n,0
mack,n,0
mackerel,n,0
mackerel_scad,n,0
mackerel_shad,n,0
mackerel_shark,n,0
mackerel_sky,n,0
mackinaw,n,0
mackintosh,n,0
mackle,n,0
macon,n,0
maconnais,n,0
macrame,n,0
macrame,v,0
macrencephalic,a,0
macrencephalous,a,0
macrencephaly,n,0
macro,a,0
macro,n,0
macro_instruction,n,0
macrobiotic,a,0
macrobiotic_diet,n,0
macrobiotics,n,0
macrocephalic,a,0
macrocephalous,a,0
macrocephaly,n,0
macrocosm,n,0
macrocosmic,a,0
macrocyte,n,0
macrocytic_anaemia,n,0
macrocytic_anemia,n,0
macrocytosis,n,0
macroeconomic,a,0
macroeconomic_expert,n,0
macroeconomics,n,0
macroeconomist,n,0
macroevolution,n,0
macroglia,n,0
macroglossia,n,0
macromolecular,a,0
macromolecule,n,0
macron,n,0
macrophage,n,0
macroscopic,a,0
macroscopic_anatomy,n,0
macroscopical,a,0
macroscopically,r,0
macrosporangium,n,0
macrospore,n,0
macrotus,n,0
macrozamia,n,0
macula,n,0
macula_lutea,n,0
macular_area,n,0
macular_degeneration,n,0
macular_edema,n,0
maculate,a,0
maculate,v,0.63424
maculation,n,0
macule,n,0
macumba,n,0
macushla,n,0
mad,a,0
mad-dog_skullcap,n,0
mad-dog_weed,n,0
mad_apple,n,0
mad_cow_disease,n,0
madake,n,0
madam,n,0
madame,n,0
madcap,a,0
madcap,n,0.31712
madden,v,0
maddened,a,0
maddening,a,0
madder,n,0
madder,v,0
madder_family,n,0
madderwort,n,0
made,a,0
made-to-order,a,0
made-up,a,0
mademoiselle,n,0
madhouse,n,0
madia_oil,n,0
madia_oil_plant,n,0
madly,r,0.63424
madman,n,-3.97664
madnep,n,0
madness,n,-8.4416
madras,n,0
madrasa,n,0
madrasah,n,0
madrepore,n,0
madrigal,n,0
madrigal,v,0
madrigalist,n,0
madrilene,n,0
madriporian_coral,n,0
madrona,n,0
madrono,n,0
madwoman,n,0
madwort,n,0
maelstrom,n,0
maenad,n,0
maestro,n,0
maffia,n,0
mafia,n,0
mafioso,n,0
mag,n,0
mag_tape,n,0
magazine,n,0
magazine_article,n,0
magazine_publisher,n,0
magazine_rack,n,0
magdalen,n,0
magenta,a,0
magenta,n,0
magenta_pink,a,0
maggot,n,0
maggoty,a,0
magic,a,0
magic,n,0
magic_bullet,n,0
magic_eye,n,0
magic_lantern,n,0
magic_mushroom,n,0
magic_number,n,0
magic_realism,n,0
magic_spell,n,-0.375532032
magic_square,n,0
magic_trick,n,0.63424
magical,a,0
magical_ability,n,0
magical_power,n,0
magical_spell,n,-0.0141971456
magically,r,0
magician,n,0
magilp,n,0
magisterial,a,0
magisterially,r,0
magistracy,n,0
magistrate,n,0
magistrature,n,0
maglev,n,0
magma,n,0
magna_cum_laude,a,0
magna_cum_laude,r,0
magnanimity,n,0
magnanimous,a,0
magnanimously,r,0
magnanimousness,n,-0.63424
magnate,n,0
magnesia,n,0
magnesite,n,0
magnesium,n,0
magnesium_bicarbonate,n,0
magnesium_carbonate,n,0
magnesium_hydroxide,n,0
magnesium_nitride,n,0
magnesium_oxide,n,0
magnesium_sulfate,n,0
magnet,n,-0.31712
magnetic,a,0
magnetic_attraction,n,0
magnetic_bottle,n,0
magnetic_bubble_memory,n,0
magnetic_compass,n,0
magnetic_core,n,0
magnetic_core_memory,n,0
magnetic_declination,n,0
magnetic_dip,n,0
magnetic_dipole,n,0
magnetic_dipole_moment,n,0
magnetic_disc,n,0
magnetic_disk,n,0
magnetic_equator,n,0
magnetic_field,n,0
magnetic_field_strength,n,0
magnetic_flux,n,0
magnetic_flux_density,n,0
magnetic_flux_unit,n,0
magnetic_force,n,0
magnetic_head,n,0
magnetic_inclination,n,0
magnetic_induction,n,0
magnetic_ink,n,0
magnetic_intensity,n,0
magnetic_iron-ore,n,0
magnetic_levitation,n,0
magnetic_line_of_force,n,0
magnetic_medium,n,0
magnetic_meridian,n,0
magnetic_mine,n,0
magnetic_moment,n,0
magnetic_monopole,n,0
magnetic_needle,n,0
magnetic_north,n,0
magnetic_pole,n,0
magnetic_pyrites,n,0
magnetic_recorder,n,0
magnetic_resonance,n,0
magnetic_resonance_imaging,n,0
magnetic_storage,n,0
magnetic_storage_medium,n,0
magnetic_storm,n,0
magnetic_stripe,n,0
magnetic_tape,n,0
magnetic_variation,n,0
magnetically,r,0
magnetics,n,0
magnetisation,n,0
magnetise,v,0
magnetised,a,0
magnetism,n,0
magnetite,n,0
magnetization,n,0
magnetize,v,0
magnetized,a,0
magneto,n,0
magnetoelectric_machine,n,0
magnetograph,n,0
magnetohydrodynamics,n,0
magnetometer,n,0
magnetomotive_force,n,0
magnetomotive_force_unit,n,0
magneton,n,0
magnetosphere,n,0
magnetron,n,0
magnification,n,0.31712
magnificence,n,8.4416
magnificent,a,0
magnificently,r,0
magnifico,n,0
magnified,a,0
magnifier,n,0
magnify,v,0
magnifying_glass,n,0
magniloquence,n,0
magniloquent,a,0
magniloquently,r,0
magnitude,n,0
magnitude_relation,n,0
magnolia,n,0
magnolia_family,n,0
magnoliid_dicot_family,n,0
magnoliid_dicot_genus,n,0
magnoliopsid,n,0
magnoliopsid_family,n,0
magnoliopsid_genus,n,0
magnum,n,0
magnum_opus,n,0
magnus_hitch,n,0
magpie,n,0
maguey,n,0
magus,n,0
mahagua,n,0
maharaja,n,0
maharajah,n,0
maharanee,n,0
maharani,n,0
mahatma,n,0
mahimahi,n,0
mahjong,n,0
mahlstick,n,0
mahoe,n,0
mahogany,n,0
mahogany-red,a,0
mahogany_family,n,0
mahogany_tree,n,0
mahout,n,0
mahuang,n,0
maid,n,0
maid_of_honor,n,0
maiden,a,0
maiden,n,0
maiden_aunt,n,0
maiden_blue-eyed_Mary,n,0
maiden_flight,n,0
maiden_name,n,0
maiden_over,n,0
maiden_pink,n,0
maiden_voyage,n,0
maidenhair,n,0
maidenhair_berry,n,0
maidenhair_fern,n,0
maidenhair_spleenwort,n,0
maidenhair_tree,n,0
maidenhead,n,0
maidenhood,n,0
maidenlike,a,0
maidenliness,n,0
maidenly,a,0
maidhood,n,0
maidism,n,0
maidservant,n,0
maieutic_method,n,0
maiger,n,0
maigre,n,0
maikoa,n,0
mail,n,0
mail,v,0
mail-cheeked,a,0
mail-clad,a,0
mail-order_buying,n,0
mail_boat,n,0
mail_call,n,0
mail_car,n,0
mail_carrier,n,0
mail_clerk,n,0
mail_fraud,n,0
mail_order,n,0
mail_out,v,0
mail_pouch,n,0
mail_service,n,0
mail_slot,n,0
mail_train,n,0
mailbag,n,0
mailboat,n,0
mailbox,n,0
maildrop,n,0
mailed,a,0
mailer,n,0
mailing,n,0
mailing-card,n,0
mailing_address,n,0
mailing_list,n,0
maillot,n,0
mailman,n,0
mailsorter,n,0
maim,v,0
maimed,a,0
maimed,n,0
maimer,n,0
main,a,0
main,n,0
main-topmast,n,0
main-topsail,n,0
main_clause,n,0
main_course,n,0
main_deck,n,0
main_diagonal,n,0
main_drag,n,0
main_entry_word,n,0
main_file,n,0
main_line,n,0
main_office,n,0
main_road,n,0
main_rotor,n,0
main_street,n,0
main_yard,n,0
mainframe,n,0
mainframe_computer,n,0
mainland,n,0
mainland_China,n,0
mainline,v,0
mainly,r,-0.31712
mainmast,n,0
mainsail,n,0
mainsheet,n,0.31712
mainspring,n,0
mainstay,n,-0.31712
mainstream,n,0
mainstreamed,a,0
maintain,v,0
maintainable,a,0
maintained,a,0
maintainer,n,0
maintenance,n,0
maintenance_man,n,0
maintenance_staff,n,0
maiolica,n,0
maisonette,n,0
maisonnette,n,0
maitre_d',n,0
maitre_d'hotel,n,0
maize,n,0
majagua,n,0
majestic,a,0
majestically,r,0
majesty,n,2.48832
majolica,n,0
major,a,0
major,n,0
major,v,0
major-domo,n,0
major-general,n,0
major-league_club,n,0
major-league_team,n,0
major_affective_disorder,n,0
major_axis,n,0
major_depressive_episode,n,0
major_diatonic_scale,n,0
major_fast_day,n,0
major_form_class,n,0
major_key,n,0
major_league,n,0
major_leaguer,n,0
major_lobe,n,0
major_mode,n,0
major_planet,n,0
major_power,n,0
major_premise,n,0
major_premiss,n,0
major_scale,n,0
major_suit,n,0
major_surgery,n,0
major_term,n,0
major_tranquilizer,n,0
major_tranquilliser,n,0
major_tranquillizer,n,0
majorette,n,0
majority,n,0
majority_leader,n,0
majority_operation,n,0
majority_opinion,n,0
majority_rule,n,0
majors,n,0
majuscular,a,0
majuscule,a,0
majuscule,n,0
make,n,0
make,v,11.094186496
make-believe,a,0
make-believe,n,0.31712
make-do,n,0
make-peace,n,0
make-up,n,0
make-work,n,0
make_a_clean_breast_of,v,0
make_a_face,v,0
make_a_motion,v,0
make_a_point,v,0
make_a_stink,v,0
make_as_if,v,0
make_believe,v,-1.3601882112
make_bold,v,-0.31712
make_clean,v,-0.31712
make_do,v,0.522554368
make_for,v,0
make_full,v,0
make_fun,v,0.31712
make_good,v,0
make_grow,v,0
make_happy,v,-0.382960304947
make_hay,v,0
make_headway,v,-0.63424
make_it,v,-0.31712
make_love,v,0.205434368
make_merry,v,0.0126428178022
make_no_bones_about,v,0
make_noise,v,-0.31712
make_off,v,0.63424
make_out,v,-0.3952648192
make_over,v,0
make_pass,v,0
make_peace,v,0
make_pure,v,-0.31712
make_relaxed,v,0
make_sense,v,0
make_sure,v,0
make_unnecessary,v,-0.31712
make_up,v,-2.3115482112
make_up_one's_mind,v,0
make_vibrant_sounds,v,-0.31712
make_water,v,-1.6773082112
make_way,v,0
make_whoopie,v,0.0895104956498
makeover,n,0
maker,n,0
makeready,n,0
makeshift,a,0
makeshift,n,0
makeup,n,0
makeweight,n,0
making,n,0
making_known,n,0
making_love,n,0
making_water,n,0
mako,n,0
mako_shark,n,0
makomako,n,0
mal_de_la_rosa,n,0
mal_de_mer,n,0
mal_rosso,n,0
malabsorption,n,0
malabsorption_syndrome,n,0
malacca,n,0
malacca_cane,n,0
malachite,n,0
malacia,n,0
malacologist,n,0
malacology,n,0
malacopterygian,n,0
malacostracan_crustacean,n,0
maladaptive,a,0
maladjusted,a,0
maladjustive,a,0
maladjustment,n,-2.48832
maladroit,a,0
maladroitly,r,0
maladroitness,n,0.31712
malady,n,-5.46496
malahini,n,0
malaise,n,0.31712
malamute,n,0
malanga,n,0
malaprop,n,0
malapropism,n,0
malapropos,a,0
malapropos,r,0
malar,n,0
malar_bone,n,0
malaria,n,0
malaria_mosquito,n,0
malaria_parasite,n,0
malarial,a,0
malarial_mosquito,n,0
malarkey,n,0
malarky,n,0
malathion_poisoning,n,0
malcontent,a,0
malcontent,n,0
male,a,0
male,n,0
male-patterned_baldness,n,0
male_aristocrat,n,0
male_berry,n,0
male_body,n,0
male_bonding,n,0
male_chauvinism,n,0
male_chauvinist,n,0
male_chest,n,0
male_child,n,0
male_erecticle_dysfunction,n,0
male_fern,n,0
male_genital_organ,n,0
male_genitalia,n,0
male_genitals,n,0
male_horse,n,0
male_hypogonadism,n,0
male_internal_reproductive_organ,n,0
male_monarch,n,0
male_offspring,n,0
male_orchis,n,0
male_orgasm,n,0
male_parent,n,0
male_pattern_baldness,n,0
male_person,n,0
male_plug,n,0
male_reproductive_gland,n,0
male_reproductive_system,n,0
male_sibling,n,0
maleate,n,0
maleberry,n,0
maledict,a,0
maledict,v,0.31712
malediction,n,0
malefactor,n,0.95136
malefic,a,0
maleficence,n,0.31712
maleficent,a,0
maleic_acid,n,0
malemute,n,0
maleness,n,0
maleo,n,0
malevolence,n,0.75957672919
malevolency,n,0.0236565500723
malevolent,a,0
malevolent_program,n,0
malevolently,r,0
malfeasance,n,0
malfeasant,n,0
malformation,n,0
malformed,a,0
malfunction,n,0
malfunction,v,0
malfunctioning,a,0
malheur_wire_lettuce,n,0
malice,n,-4.29300753144
malice_aforethought,n,0
malicious,a,0
malicious_gossip,n,0.63424
malicious_mischief,n,0
maliciously,r,0
maliciousness,n,1.38548006867
malign,a,0
malign,v,0
malignance,n,0
malignancy,n,0
malignant,a,0
malignant_anaemia,n,0
malignant_anemia,n,0
malignant_hepatoma,n,0
malignant_hypertension,n,0
malignant_hyperthermia,n,0
malignant_melanoma,n,0
malignant_neoplasm,n,0
malignant_neoplastic_disease,n,0.31712
malignant_neuroma,n,0
malignant_pustule,n,0
malignant_tumor,n,0
malignantly,r,0
maligner,n,0.31712
malignity,n,0
malignly,r,0
malignment,n,0
malik,n,0
malinger,v,0.31712
malingerer,n,0
malingering,n,0
malinois,n,0
mall,n,0
mallard,n,0
malleability,n,0
malleable,a,0
mallee,n,0
mallee_fowl,n,0
mallee_hen,n,0
mallet,n,0
malleus,n,0
mallow,n,0
mallow_family,n,0
malmsey,n,0
malnourish,v,0
malnourished,a,0
malnourishment,n,0
malnutrition,n,0
malocclusion,n,0
malodor,n,0
malodorous,a,0
malodorousness,n,0
malodour,n,0
malodourous,a,0
malonylurea,n,0
malope,n,0
malpighian_body,n,0
malpighian_corpuscle,n,0
malpighian_layer,n,0
malposed,a,0
malposed_tooth,n,0
malposition,n,0
malpractice,n,0
malpractice_insurance,n,0
malt,n,0
malt,v,0
malt_liquor,n,0
malt_sugar,n,0
malt_whiskey,n,0
malt_whisky,n,0
malted,a,0
malted,n,0
malted_milk,n,0
maltese_cross,n,0
maltha,n,0
maltman,n,0
maltose,n,0
maltreat,v,0.31712
maltreated,a,0
maltreater,n,0
maltreatment,n,0.31712
maltster,n,0
malvasia,n,0
malversate,v,0
malversation,n,0
mama,n,0
mama's_boy,n,0
mamba,n,0
mambo,n,0
mambo,v,0
mamey,n,0
mamilla,n,0
mamillary_body,n,0
mamma,n,0
mamma's_boy,n,0
mammal,n,0
mammal_Semnopithecus,n,0
mammal_family,n,0
mammal_genus,n,0
mammalian,a,0
mammalian,n,0
mammalogist,n,0
mammalogy,n,0
mammary,a,0
mammary_gland,n,0
mammee,n,0
mammee_apple,n,0
mammee_tree,n,0
mammilla,n,0
mammillaria,n,0
mammillary_body,n,0
mammogram,n,0
mammography,n,0
mammon,n,0
mammoth,a,0
mammoth,n,0
mammothermography,n,0
mammy,n,0
mamo,n,0
mamoncillo,n,0
man,n,0
man,v,0
man's_body,n,0
man's_clothing,n,0
man-about-town,n,0
man-at-arms,n,0
man-child,n,0
man-eater,n,0.232417792
man-eating_shark,n,-0.2182206464
man-made,a,0
man-made_fiber,n,0
man-made_lake,n,0
man-of-the-earth,n,0
man-of-war,n,0
man-of-war_bird,n,0
man-on-a-horse,n,0
man-portable,a,0
man-sized,a,0
man-to-man,a,0
man-to-man,r,0
man_Friday,n,0
man_and_wife,n,-0.31712
man_hour,n,0
man_in_the_street,n,0
man_jack,n,0
man_of_action,n,0
man_of_affairs,n,0
man_of_deeds,n,0
man_of_letters,n,0
man_of_means,n,0
man_of_the_cloth,n,0
man_of_the_world,n,0
manacle,n,0
manacle,v,0
manage,v,0
manageability,n,0
manageable,a,0
manageableness,n,0
manageably,r,0
managed_economy,n,0
management,n,0
management_consultant,n,0
management_consulting,n,0
management_control,n,0
management_personnel,n,0
manager,n,0
manageress,n,0
managerial,a,0
managerially,r,0
managership,n,0
managing_director,n,0
managing_editor,n,0
manakin,n,0
manana,n,0
manat,n,0
manatee,n,0
mandala,n,0
mandamus,n,0
mandarin,n,0
mandarin_duck,n,0
mandarin_orange,n,0
mandarin_orange_tree,n,0
mandatary,n,0
mandate,n,0
mandate,v,0
mandator,n,0
mandatorily,r,0
mandatory,a,0
mandatory,n,0
mandatory_injunction,n,0
mandible,n,0
mandibula,n,0
mandibular,a,0
mandibular_bone,n,0
mandibular_condyle,n,0
mandibular_fossa,n,0
mandibular_gland,n,0
mandibular_joint,n,0
mandibular_notch,n,0
mandibulate,a,0
mandibulofacial,a,0
mandioc,n,0
mandioca,n,0
mandola,n,0
mandolin,n,0
mandrake,n,0
mandrake_root,n,0
mandrel,n,0
mandril,n,0
mandrill,n,0
manducate,v,0
manduction,n,0
mane,n,0
maned_sheep,n,0
maned_wolf,n,0
maneuver,n,0
maneuver,v,-0.382960304947
maneuverability,n,0
maneuverable,a,0
maneuverer,n,0
manful,a,0
manfully,r,-0.416102912
manfulness,n,0
mangabey,n,0
manganate,n,0
manganese,n,0
manganese_bronze,n,0
manganese_steel,n,0
manganese_tetroxide,n,0
manganic_acid,n,0
manganite,n,0
mange,n,0
mangel-wurzel,n,0
manger,n,0
mangey,a,0
mangily,r,0
manginess,n,0
mangle,n,0
mangle,v,-3.97664
mangled,a,0
mangler,n,0
manglietia,n,0
mango,n,0
mango_tree,n,0
mangold,n,0
mangold-wurzel,n,0
mangonel,n,0
mangosteen,n,0
mangosteen_tree,n,0
mangrove,n,0
mangrove_family,n,0
mangrove_snapper,n,0
mangy,a,0
manhandle,v,0
manhattan,n,0
manhole,n,0
manhole_cover,n,0
manhood,n,-0.31712
manhunt,n,0
mania,n,0
maniac,a,0
maniac,n,0.63424
maniacal,a,0
maniacally,r,0
manic,a,0
manic-depressive,a,0
manic-depressive,n,0
manic-depressive_psychosis,n,0
manic_depression,n,0
manic_depressive_illness,n,0
manic_disorder,n,0
maniclike,a,0
manicotti,n,0
manicure,n,0
manicure,v,0
manicure_set,n,0
manicurist,n,0
manifest,a,0
manifest,n,0
manifest,v,0
manifest_destiny,n,0
manifestation,n,0
manifestly,r,-0.31712
manifesto,n,0
manifold,a,0
manifold,n,0
manifold,v,0
manifold_paper,n,0
manikin,n,0
manila,n,0
manila_maguey,n,0
manila_paper,n,0
manila_tamarind,n,0
manilla,n,0
manilla_paper,n,0
manioc,n,0
manioca,n,0
manipulability,n,0
manipulable,a,0
manipulate,v,-3.97664
manipulation,n,-2.48832
manipulative,a,0
manipulative_electronic_deception,n,0
manipulatively,r,0
manipulator,n,0
maniraptor,n,0
mankind,n,0
manky,a,0
manlike,a,0
manliness,n,0
manly,a,0
manly,r,2.2474167296
manna,n,-0.14311424
manna_ash,n,0
manna_from_heaven,n,-0.232417792
manna_grass,n,0
manna_gum,n,0
manna_lichen,n,0
manned,a,0
mannequin,n,0
manner,n,0
manner_name,n,0
manner_of_speaking,n,0
manner_of_walking,n,0
mannered,a,0
mannerism,n,0.63424
mannerly,a,0
manners,n,0
mannikin,n,0
mannish,a,0
mannitol,n,0
manoeuver,v,0.0126428178022
manoeuvrability,n,0
manoeuvrable,a,0
manoeuvre,n,-0.31712
manoeuvre,v,0.0895104956498
manoeuvrer,n,0
manometer,n,0
manor,n,0
manor_hall,n,0
manor_house,n,0
manorial,a,0
manpower,n,0
manque,a,0
manroot,n,0
mansard,a,0
mansard,n,0
mansard_roof,n,0
manse,n,0
manservant,n,0
mansion,n,0
mansion_house,n,0
manslaughter,n,-2.48832
manslayer,n,0
manta,n,0
manta_ray,n,0
mantel,n,0
mantelet,n,0
mantelpiece,n,0
mantic,a,0
mantichora,n,0
manticora,n,0
manticore,n,0
mantid,n,0
mantiger,n,0
mantilla,n,0
mantis,n,0
mantis_crab,n,0
mantis_prawn,n,0
mantis_shrimp,n,0
mantispid,n,0
mantissa,n,0
mantle,n,0
mantle,v,0
mantled,a,0
mantled_ground_squirrel,n,0
mantlepiece,n,0
mantlet,n,0
mantra,n,0
mantrap,n,-0.63424
mantua,n,0
manual,a,0
manual,n,0
manual_alphabet,n,0
manual_dexterity,n,-0.31712
