Label	Text
Positive	" Oh yes there is! I filed BK in 2006 and I have not been late on a thing since (and never carry a balance). I have Chase Marriott & SWA (10k), CaptialOne Venture (10k), Barclaycard (10k), Amex Platinum, minor cards are Target, Kohl's, NewEgg, PayPal BillMe Later, GE Medical. My two chase cards I got a little over a year ago but had to call in to them when I got the online decline (since then they have been GREAT to me on my CL). CaptialOne was my first subprime card (World Card I think it was) but was upgraded to Venture after 4 years ago after calling into them. They also raised my limit from 4k to 10k on a call too - it took a few phone transfers but they did it on my history only and did not even hard pull my scores! Oh, I have a HSBC Card (10k) but I pretty much hate that card (along with my Barclaycard) - but I guess it is really a CaptialOne card now. Just last Saturday I was approved for my Amex Platinum card - after many tries. This was my ""gold ring"" to get back into the Amex door (since I burned them for ~4k on my BK). They even backdated my membership to 1996 - which I find amazing. TU (from Barclaycard site): 731, EX: 738, EQ: 701 Is there life after BK?"
not relevant	" Online Degree Search Provided by YourDegreeResultsApple gets go-ahead to move against unauthorized accessory makersThu, 2011-04-07 17:13 - AnonymousA federal judge has ruled that Apple's lawsuit against a group of California companies selling unauthorized accessories for iPods, iPhones, and iPads can continue. The group of four companies, led by eForCity, tried to have the lawsuit dismissed on procedural grounds, but US District Judge Jeremy Fogel has ordered the lawsuit to proceed. In July, Apple sued a group of seven companies that make and/or sell unauthorized accessories designed to work with its various iDevices. Apple has a specific licensing and certification program for businesses that want to offer such accessories, known as the MFi Program . To avoid paying the licensing fees, the seven companies skirted the program and made accessories without Apple's blessing. Apple claimed that by doing so, the companies are culpable for patent infringement-as the company has numerous patents on its 30-pin dock connector and cable-as well as trademark infringement and unfair competition.  Apple TV - Wikipedia, the free encyclopediaApple TV outputs video through an HDMI port. While the first generation also had component video and RCA stereo audio ports, they were removed in the second generation.  Apple - Wikipedia, the free encyclopediaThe apple is the pomaceous fruit of the apple tree, species Malus domestica in the rose family (Rosaceae). It is one of the most widely cultivated tree fruits, and ...  Apple Inc. - Wikipedia, the free encyclopediaApple Inc. is an American multinational corporation headquartered in Cupertino, California, that designs, develops, and sells consumer electronics, computer software ...  Big Apple (dance) - Wikipedia, the free encyclopediaThe Big Apple is both a partner dance and a circle dance that originated in the Afro-American community of the United States in the beginning of the 20th century.  Apple pie - Wikipedia, the free encyclopediaAn apple pie is a fruit pie (or tart) in which the principal filling ingredient is apples. It is sometimes served with whipped cream or ice cream on top, or alongside ...  Apple Records - Wikipedia, the free encyclopedia Apple Records is a record label founded by the Beatles in 1968, as a division of Apple Corps Ltd. It was initially intended as a creative outlet for the Beatles, both ...  Apple Corps - Wikipedia, the free encyclopediaApple Films . Apple Films is the film-making division of Apple Corps. Its first production was The Beatles's 1967 TV movie Magical Mystery Tour.  Fiona Apple - Wikipedia, the free encyclopediaFiona Apple McAfee Maggart (born September 13, 1977) is an American singer-songwriter and pianist. Her debut album, Tidal, was released in 1996 and received a Grammy ...  iPod - Wikipedia, the free encyclopediaIn 2006 Apple presented a special edition for iPod 5G of Irish rock band U2. Like its predecessor, this iPod has engraved the signatures of the four members of the ...  QuickTime - Wikipedia, the free encyclopediaQuickTime is an extensible multimedia framework developed by Apple Inc., capable of handling various formats of digital video, picture, sound, panoramic images, and ...  Apple Makes Trademark Move in Smartwatch Race198Apple Makes Trademark Move in Smartwatch Race198 From: Missy Giovanini Views: 0 0 ratings Time: 01:34 More in Gaming  Apple Moving Into The Car Market?Apple Moving Into The Car Market? Are apple making the move into the automobile world? Links: Article on the verge: http://bit.ly/MDdJua Tesla Model S: ""Gallons of Light"" Commercial: http://b... From: Daily Tech Bloom Views: 6 1 ratings Time: 02:05 More in Science & Technology  La mela - come spostare la mela dell'iPhone (how to move the APPLE of the iPhone)La mela - come spostare la mela dell'iPhone (how to move the APPLE of the iPhone) Il cellulare, uno strumento di uso comune e quasi banale, puÌ_ diventare molto molto di piÌ_ nelle mani di un mago... e sorprendere ancora! Un ordinario Apple ... From: SalaÌÂ - oltre l'ordinario Views: 104 8 ratings Time: 00:47 More in Entertainment  How to Move Icons on Apple TV Know How 60264How to Move Icons on Apple TV Know How 60264 From: Barbara Poplits Views: 1 0 ratings Time: 02:10 More in Gaming  How to Move Icons on Apple TV Know How 60264How to Move Icons on Apple TV Know How 60264 From: Barbara Poplits Views: 0 0 ratings Time: 02:10 More in Gaming  Apple Makes Trademark Move in Smartwatch Race226Apple Makes Trademark Move in Smartwatch Race226 From: Barbara Poplits Views: 0 0 ratings Time: 01:34 More in Gaming  APPLE drops BITCOIN claiming 'legal reasons' Bitcoin users claim a competitive move AAPL up BTC downAPPLE drops BITCOIN claiming 'legal reasons' Bitcoin users claim a competitive move AAPL up BTC down UPDATE: Another perhaps BIGGER factor of BITCOIN PRICE drop is Mt Gox holding BTC withdrawls: http://www.coindesk.com/mt-gox-halts-bitcoin-withdrawals-price-... From: CryptoMoneyExchange.org Views: 18 0 ratings Time: 03:38 More in People & Blogs  How to Move an Apple Mail Accounts Folder to an External Hard Drive Using Apple Products2410How to Move an Apple Mail Accounts Folder to an External Hard Drive Using Apple Products2410 From: Barbara Poplits Views: 1 0 ratings Time: 01:35 More in Gaming  Apple Find Out How - Move to MacApple Find Out How - Move to Mac This is the Apple Find Out How about Move to Mac. Please leave comments and rate this video. My website is at http://awesomemoviework.blogspot.com. From: The Media Guys 2 (Subscribe) Views: 1 0 ratings Time: 03:53 More in Science & Technology  Apple's Bad Move, Wall Street Journal, and Wearable Bitcoin Wallets - Today's Bitcoin Minute.Apple's Bad Move, Wall Street Journal, and Wearable Bitcoin Wallets - Today's Bitcoin Minute. Bitcoin minute for 2-5-2014. More by Justin Hawley at http://www.betteroffbitcoin.com. From: Better Off Bitcoin Views: 116 3 ratings Time: 04:18 More in Science & Technology  Apple mulling move into mobile paymentsApple mulling move into mobile payments Apple is considering launching a mobile-payments service for its iPhone and iPad, which would compete with major players such as PayPal, The Wall Street Jour... From: TeleFunkNews Views: 16 0 ratings Time: 01:21 More in Science & Technology  iPhone 4S vs. Samsung Galaxy S2 Arguing Comments! Apple vs. Samsung War Shall Move On!iPhone 4S vs. Samsung Galaxy S2 Arguing Comments! Apple vs. Samsung War Shall Move On! Subsribe and Share for more. https://www.youtube.com/user/cleopatraehintzern. From: Adrian IsÌ©n Views: 1 0 ratings Time: 06:24 More in Film & Animation  Tech Companies News Byte: Apple Reportedly Already Planning Move Back to Samsung for FuturTech Companies News Byte: Apple Reportedly Already Planning Move Back to Samsung for Futur Apple reportedly already planning move back to Samsung for future processors It looks like Apple and Samsung are destined to be frenemies for life. A new rep... From: Melike Elif Views: 4 0 ratings Time: 00:42 More in People & Blogs  How to Move Icons on Apple TV: Know How 60How to Move Icons on Apple TV: Know How 60 How to Move Icons on Apple TV: Know How 60 *** Subscribe *** http://www.youtube.com/channel/uckbp3edm_z5eb_gyuxr3boa. From: SoftwareSimian Views: 2 0 ratings Time: 02:10 More in Science & Technology  My move to the BIG AppleMy move to the BIG Apple Decided to talk a little about my experience so far in Nyc. From: Shyla Bruce Views: 38 3 ratings Time: 07:27 More in Howto & Style  iOS 7 Jailbreak Tweaks MultiIconMover+ Move Multiple Apps At Once, Rearrange With Ease ! ByKayseriOS 7 Jailbreak Tweaks MultiIconMover+ Move Multiple Apps At Once, Rearrange With Ease ! ByKayser http://youtube.com/subscription_center?add_user=EfdemiraTechno25&annotation_id=annotation_529308&feature=iv&src_vid=PF06RVaUtbk iphone 5,apple bottom jeans,i... From: Efdemira-Techno-4 Views: 33 0 ratings Time: 01:32 More in Science & Technology  Apple's Next Move: Beyond ChinaApple's Next Move: Beyond China On this episode of the a2pcast, we discuss Apple's deal with China Mobile, new and upcoming products, and rumors about future developments. Then we look to t... From: Alive2Play Views: 5 0 ratings Time: 34:11 More in Gaming  Apple Byte Google strikes! Apple, the next move is yours - Cnet TV ReviewApple Byte Google strikes! Apple, the next move is yours - Cnet TV Review We look at thousands of products each year--anything related to digital technology. Review categories include the following (complete list below): ‰Û¢ Hottest ... From: Cnet Tv Views: 1 0 ratings Time: 07:59 More in Science & TechnologyMusk Finance - Is Apple's New iPhone Strategy the Right Move? Sept. 9 (Bloomberg) -- Nothing excites Apple's admirers more than a new iphone. This time around, Apple may unveil not one but two new phones, one an upgrade... From: Musk Finance Views: 0 0 ratings Time: 01:32 More in News & Politics  Is Apple's New iPhone Strategy the Right Move?Is Apple's New iPhone Strategy the Right Move? Sept. 9 (Bloomberg) -- Nothing excites Apple's admirers more than a new iPhone. This time around, Apple may unveil not one but two new phones, one an upgrade... From: Musk's World Views: 1 0 ratings Time: 01:32 More in News & Politics  Best apple I move everBest apple I move ever I had this idea to make a short clip about me and my friends how we we're pretend spies and how our friend Eli went missing and we found out the joker kidnap... From: Eric Arevalo Views: 2 0 ratings Time: 02:28 More in Comedy  Trimpe J's Minute to Win it move!Trimpe J's Minute to Win it move! From: Apple dela cruz Views: 44 0 ratings Time: 00:43 More in Film & Animation  Apple's China Mobile Deal: Another Move In The Chess Game Apple's China Mobile Deal: Another Move In The Chess Game The timing of Apple's deal to sell its iPhone on China's Mobile, the world's largest mobile carrier... From: WochitTech Views: 6 0 ratings Time: 00:46 More in Science & Technology sciencestage.com newshub"
Negative	" Originally Posted by DavidS7 Hello, for a while I've launched my website using the eCommerce Magento, but I am currently migrating to OpenCart since it is easier to use. But before going forward, and make another mistake, I need your help: I've never been satisfied with my website: www.techmake.com - I need eCommerce (shopping cart, catalog, statistics, etc.) but I also need to create content, with something easy to use such as WYSIWYG. - I also want to integrate a Forum, and the login and password of the shopping cart is the same as the forum. - Integrate a blog - etc. Can anyone advice me what should I use? Thank you. I played around with OpenCart last year but dropped it to concentrate on other things. I do remember being able to customise the stylesheet fairly easily and tweaking it a lot. I stuck with basic template. I would be interested in knowing how to set up a commerce system on a local virtual server like WAMP, or anything that simulate the database. I was having to make my OpenCart tweaks live on a test subdomain. I didn't get very far unfortunately because I was only poking around with a checkout system by request of a client for whom I'd already built a website. My bigger challenge was integrating a merchant account, SSL and a payment processor that was ANYTHING but PayPal. The OpenCart community publish a fair few plugins but I remember their forums ( http://forum.opencart.com ) containing lively discussions about which plugins were broken and which were working. Always useful to read that stuff first. The other thing with OpenCart was I never knew how to make it responsive, and as for the blog - I never made it that far! LOL I am now smitten with WordPress so I'll probably be looking to use StudioPress plugins to tackle any commerce system challenges. I'm pretty sure OpenCart is open source and free but if I HAD to use it, I would be looking for a premium version of the software and pay gladly. If there are good developers that can help you, please keep us informed on this thread! I would appreciate knowing your experiences and seeing how we can share tips, advice etc. Edit: Here are some screencast videos by OpenCar t. I seem to remember following these and finding them helpful CMS and eCommerce together?"
not relevant	" Originally Posted by viralskate I need an auto play script for my music site. It shouldn't be a complicated job. I need a skilled worker who can get this accomplished quickly. No scammers. No one trying to scam me. You have to sign a contract with us - that will be sent over to PayPal as proof for instant claim if you try and waste my time even slightly. I have money ready to go so please PM me with your skype ready to talk. Do not PM me if you are not ready to get started right away. - Viralskate From what I am reading my guess is that you can do this using the HTML5 video/audio player, considering it allows ""auto play"". I need an auto play script made"
Negative	 PayPal are messing with me today they want to hold all my funds _Ù÷_
Negative	 PayPal Denies Providing Payment Information to Twitter Username Hacker http://t.co/9glHj6v5lu
not relevant	 PayPal has been sent. Thanks Casey. Now I just need one of those SERE Alphas. Bradshaw blades [[[ do-all edc in 52100 ]]]
Negative	 Paypal having a (really short) deadline on asking for refund is BULLSHIT.
Positive	 PayPal makes online shopping sooo much easier when you're bored at work _Ù÷£
Negative	 Paypal please :(
Positive	 Paypal sent . Thanks *SOLD* FSOT Shirogorov Tabargan 100NS
Negative	 Paypal!!!who has paypal T_T
not relevant	" Pm sent with PayPal information. Thanks Graphic Chart Tape, Vinyl Black Glossy, 1/64"" x 648"""
not relevant	" Prices do not include shipping. Please provide your zip code for a postal Quote: . I will take a money order, cashiers check, personal check or paypal. To give you an idea what is in each book, I've put together a blurb. Nearly all the books have a former owner's name in/on it. DYE $5.00 Fabric Printing: Screen Method by Richard Valentino & Phyllis Mufson, (1975) SC, 49+ pg, gobs of illus., (screen printing), San Francisco, CA, showing the art of printing in the creation of a book, going thru process step-by-step. Set up a studio, materials, design suggestions, sources, techniques. Special emphasis ion photo methods. $21.00 Wild Color (Natural Dyes) Jenny Dean, 100 recipes (1999) Watson-Guptil, SC, 144 pg. part one deals with the dyeing process, mordanting, choosing yarns, and adjusting color variations. pt 2 deals with the dyes themselvescollecting, preparing, storing dyestuffs plus specific recipes. SC, 144 pg. FELT $20.00 - Fundamentals of Feltmaking by Patricia Spark, Shuttlecraft Books (1989) SC, How to: fiber, supplies & equipt., prepare fleece, sample, shrinkage & weight, make felt: flat & 3-D, finishing, creative design. $10.00 - Feltmaking, Technique & Projects , Inge Evers, Lark Books (1987) SC. History, basic tech & equipt., traditional and modern tech. & motifs, clothing, other applications: group feltmaking, sculpture, etc. $24.00 - The Felting Needle Further Fantasies by Ayala Talpai, self-pub/Diligence Woodworking & Design (Spr 2003) spiral. A 2nd workbook. Packed with details, ideas and recently emerged techniques. PROJECTS $5.00 - Baby, Baby, BabyåÉA Baker's Dozen by Handweaver's Guild of America, folder/SC. (1984), using mostly very washable fibers, good ideas for other items. Drafts and directions for 13 projects. The third in ""A Baker's Dozen"". $5.00 - Tablemats and BeyondåÉA Baker's Dozen by Handweaver's Guild of America, folder/SC. (before 1984), using carpet warp, linen, perle cotton and more. Placemats, potholders; good ideas for other items. Drafts and directions for 13 projects. The first in ""A Baker's Dozen"". $26.00 - Seven Projects in Rosepath, revised by Berta Frey SC (1959), 29 pg. Originally planned & written for monthly program of a weavers' guild, conducted by correspondence. Chief value lies in the various samples & directions. 2nd Ed-some corrections & better illus. Rosepath: pattern & tabby weft; twill of the herringbone type. Each project a different warp, 4 & 8 harness/shaft. #1 Warp yarn variations, #1 color variations, #1 design 4 color & texture, #1 sampler of (10) lace weaves, #1 4h-interwoven/8h-in double width, #1 in boundweaving, #1 Special Tech (8) (finger-controlled). $12.00 - Weave It! 28 Projects For Your Home by Marilyn Meltzer (1981) HC. Basics, afghan, bedspread, blanket, hammock, lamp shade, pillow, room divider, rug, shelves, swing, window coverings, upholstery, etc. $4.00 - Weaving You Can Use by Jean Wilson, (1975), SC. Household weavings; weaving to shape and in units to be joined, ethnic sources shown & discussed. Upholstery, rugs, pillows, draperies, room dividers, towels, bedspreads, more. Instructions, diagrams, patterns. VARIOUS $4.00 - The Art of Weaving by Else Regensteiner, HC, dj, (1970). Comprehensive text, diagrams, drafts, examples of fabrics. Complete coverage of materials & equipment, techniques & creative possibilities. $4.00 - Practical Modern Weaving by Rosemary Murray, SC, (1975). Concise, practical, well-illustraited course in weaving techniques on a simple table loom for beginners, offers attractive colourful, up-to-date design ideas on which to practice new skills. $10.00 - Thrums; Odds and Ends for Handweavers and Dyers by Faithe Shaw Nunneley, self-pub (1991) SC, Weavinghow to, color, clothing, dyeing, finishings, guilds/study groups. To make a purchase or ask questions about these books, please contact me off list. Thank you, Kay Doolittle, Woodinville, WA 98077; < doopub@drizzle.com > Things For Sale-Look!"
not relevant	" Purple Sage and Simply Buffet vouchers :)  Purple Sage Vouchers $100 x 3 pieces Expiry: 1 March 2014 Selling for each voucher: $30 OR EXCHANGE with $30 Grocery / Shopping vouchers  Terms and Conditions Valid for Purple Sage standard menus only, not valid for festive menus This voucher is valid for use on food menu before GST, excludes other incidental charges This voucher is not valid in conjunction with other promotions, discounts or credit card privileges ~It's not stated but at the time I checked with Purple Sage, vouchers cannot be combined for use, 1 voucher to be redeemed each time.  ++++++++++++++++++++++++++++++++++  Simply Buffet vouchers $50 x 4 pieces Expiry: 1 March 2014 Selling for each voucher: $10 OR EXCHANGE with $10 Grocery / Shopping vouchers  Terms and Conditions Valid for Simply Buffet standard menus only, not valid for festive menus Valid with a minimum spend of $600 on food menu before GST, excludes other incidental charges This voucher is not valid in conjunction with other promotions, discounts or credit card privileges ~It's not stated but at the time I checked with Simply Buffet, vouchers cannot be combined for use, 1 voucher to be redeemed each time  *For payment made via Internet banking/ATM deposit/Paypal Transfer, vouchers will be mailed out once payment is received. Free normal mail postage. For Registered mail, pls add an additional $2.30 For Cash on delivery / self-collection, it will ONLY be at Khatib Mrt  Pls leave a comment or email styletone@live.com thanks! PHOTO 1 to 13: All available For sale :) Purple Sage and Simply Buffet vouchers Style Tone shared a photo.  Brand New Items For Sale"
Negative	" Quote: : Hey there the WSO looks good! I just signed up and after PayPal was taken to a Login page. But didn't receive an sort of welcome or confirmation email with my details to access the Members area. Also tried doing the ""Resend Password"" option but still didn't see anything in the Inbox or Spam folders. Please advise. Many Blessings, Jerold Hottest New Niche | Take Our PLR Flyers"" & Sell to Offline Businesses. Guaranteed to Work!"
Negative	 Quote: : I offered to send him payment via paypal. He declined. This was a done deal but the seller didn't approve of my form of payment and I didn't approve of how he wanted payment so to me that just means the deal is a no go. End of story. So quit being a whiny gash and send a PMO. Lots of people do NOT use PP. Any of my internet friends know Daves Offroad?
not relevant	" Quote: : It's in decent shape, it has 3 chipped head fins by the carb port (see pic) it wasn't from a crash, it was from me and not having the right tools to check the glow plug. The engine I got in a lot of other stuff, I checked it thoroughly, and I did get it to fire up and run. The Carb was the only part that have me issue but one spray of carb cleaner to remove old nitro was all it needed! Unknown hours on it, compression is high still! The spinner is also included and adapter say $145 shipped due to head chips for a today special! Dear sir, I can offer $130.00 shipped using PayPal immediately. Thanks, Patrick Saito 180 *$145 today special*"
Positive	" Quote: : Yor REALK solution is to make a NEW Ebay/Paypal combo,,,The SAD truth is that U.S. buyers LOVE Paypal, and will avoid your listing if you do not offer Paypal Use other options for ebay account payments"
Negative	" Quote: from JeffreyB25 : I see at check out that there was an ""enabled auto renewal"" on. That could be pricy for 20 key codes at $50 a code! Use PayPal!! They can't just go ahead and charge your PayPal account without authorization ( I think?) Quote: from koizumi : Shows total as $39.95 for me Use a different browser. I know Chrome didn't work for me, but Mozilla worked flawlessly BitDefender (1 PC 1 year) for: 13 CENTS! *DEAD* 02-02-2013"
not relevant	" REFLECTIVE  HOME OF THE BASSLINE   12th BIRTHDAY  SATURDAY 29th MARCH   @ THE BOX (EMBRACE NIGHTCLUB) 1 Burgess St Sheffield, South Yorkshire S1 2HF  ‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢  The original Bassline House record label and event invites you to come celebrate 12 Years of ""THE HOME OF THE BASSLINE""  ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã  ARENA 1 - OLD SKOOL BASSLINE AND SPEED GARAGE ANTHEMS  LIVE PA'S   PLATNUM  Performing Hits...  ""What's It Gonna Be"" http://www.youtube.com/watch?v=jd_4OrFH3EU  ""Love Shy"" http://www.youtube.com/watch?v=66wOXOKdTO0  ""Over The Heartache"" http://www.youtube.com/watch?v=TcrjGFQaLnA  SORAYA Performing The Anthem...  ""GORDONS GROOVE"" http://www.youtube.com/watch?v=ptNkWEkATq4  ‰ÐÛ ‰ÐÛ - DJ'S ON THE NIGHT - ‰ÐÛ ‰ÐÛ   MARTIN LEVERTON & ROB G SHAUN 'BANGER' SCOTT NEV WRIGHT STU-E ANDY SPOFF TEX JON BUCCIERI STEELZ  ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã  ROOM 2 - JACKIN, HOUSE & BASS, DEEP HOUSE   ‰ÐÛ ‰ÐÛ - DJ'S ON THE NIGHT - ‰ÐÛ   BILLY SIMMONS & PHIL BLYTHE CHRIS DUTTON LOUIE MAC  ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ ‰ÐÊ ‰ÐÊ ‰ÐÊ ENTRY ‰ÐÊ ‰ÐÊ ‰ÐÊ ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ  ‰?¡ 11PM - 6AM  ‰÷Ý ADMISSION - START AT ONLY å£10 WITH ADVANCE TICKETS. More on the door! ‰÷Ý DRESSCODE - Super Stylish / Ultra Sexy / No Hats, Hoods or Sportswear  ARRIVE EARLY TO THIS EVENT TO GUARANTEE ENTRY !!!!  ‰ÐÛ‰ÐÛ‰ÐÛ TICKETS ‰ÐÛ‰ÐÛ‰ÐÛ  STANDARD å£10  LIMITED VIP å£15   Includes Que Jump, Access to the VIP area, Drink order service and more  ‰÷Ý DELIVERED TO YOU BY PROMO TEAM (T&C'S APPLY) ‰÷_ 07766193777  ‰÷Ý ONLINE/BY POST- Send payment via PayPal to fbdjstue@gmail.com Put postal address in notes section when making payment   ‰÷Ý Music Junkee, 62-64 Cambridge Street, Sheffield S1 2HF ‰÷_ 0114 2759035  ‰÷Ý Embrace Nightclub, 1 Burgess Street, Sheffield S1 2HF ‰÷_ 0114 278811  ‰÷Ý BACH Barbers, 7 Market Place, Chapeltown, Sheffield S35 2UU ‰÷_ 0114 2463085  ‰÷Ý SA-Kis, Division Street, Sheffield  ‰÷Ý Rotherham MESSAGE - Amy Rebecca Hawthorne  ‰÷Ý Rotherham, Maltby, Bramley, Wickersley MESSAGE - Bradley Williams  ‰÷Ý Dinnington and surrounding areas CONTACT -Terri Miller  ‰÷Ý South Sheffield - Dore, Totley, Low Edges, Batemoor, Jordanthorpe, Greenhill, Woodseats, Meadowhead, Gleadless, Norton, Ecclesall Road, Abbeydale Road, London Road and surrounding areas to these MESSAGE Billy Simmons or Phil Blythe‰÷_ 07794 585420  North Sheffield - Hillsborough, Wadsley Bridge, Foxhill, Grenoside, High Green, Southey Green, Parson Cross, Ecclesfield, Shiregreen, Wincobank, Firth Park, Pitsmoor and surrounding areas to these MESSAGE - Tom Hague or Thomas Spin  West Sheffield- Crookes, Stannington, Fullwood, Crosspool and surrounding areas to these MESSAGE - Thomas Spin  East Sheffield - Darnall, Handsworth, Richmond, Woodhouse, Hackenthorpe, Birley, Manor, Crystal Peaks and surrounding areas to these MESSAGE - Chris Dutton  Barnsley areas ‰÷_ 07766193777  Any other enquiries ‰÷_ 07766193777 BBM - 7C177B18  REFLECTIVE  HOME OF THE BASSLINE   12th BIRTHDAY  SATURDAY 29th MARCH   @ THE BOX (EMBRACE NIGHTCLUB) 1 Burgess St Sheffield, South Yorkshire S1 2HF  ‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢  The original Bassline House record label and event invites you to come celebrate 12 Years of ""THE HOME OF THE BASSLINE""  ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã  ARENA 1 - OLD SKOOL BASSLINE AND SPEED GARAGE ANTHEMS  LIVE PA'S   PLATNUM  Performing Hits...  ""What's It Gonna Be"" http://www.youtube.com/watch?v=jd_4OrFH3EU  ""Love Shy"" http://www.youtube.com/watch?v=66wOXOKdTO0  ""Over The Heartache"" http://www.youtube.com/watch?v=TcrjGFQaLnA  SORAYA Performing The Anthem...  ""GORDONS GROOVE"" http://www.youtube.com/watch?v=ptNkWEkATq4  ‰ÐÛ ‰ÐÛ - DJ'S ON THE NIGHT - ‰ÐÛ ‰ÐÛ   MARTIN LEVERTON & ROB G SHAUN 'BANGER' SCOTT NEV WRIGHT STU-E ANDY SPOFF TEX JON BUCCIERI STEELZ  ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã  ROOM 2 - JACKIN, HOUSE & BASS, DEEP HOUSE   ‰ÐÛ ‰ÐÛ - DJ'S ON THE NIGHT - ‰ÐÛ   BILLY SIMMONS & PHIL BLYTHE CHRIS DUTTON LOUIE MAC  ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ ‰ÐÊ ‰ÐÊ ‰ÐÊ ENTRY ‰ÐÊ ‰ÐÊ ‰ÐÊ ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ  ‰?¡ 11PM - 6AM  ‰÷Ý ADMISSION - START AT ONLY å£10 WITH ADVANCE TICKETS. More on the door! ‰÷Ý DRESSCODE - Super Stylish / Ultra Sexy / No Hats, Hoods or Sportswear  ARRIVE EARLY TO THIS EVENT TO GUARANTEE ENTRY !!!!  ‰ÐÛ‰ÐÛ‰ÐÛ TICKETS ‰ÐÛ‰ÐÛ‰ÐÛ  STANDARD å£10  LIMITED VIP å£15   Includes Que Jump, Access to the VIP area, Drink order service and more  ‰÷Ý DELIVERED TO YOU BY PROMO TEAM (T&C'S APPLY) ‰÷_ 07766193777  ‰÷Ý ONLINE/BY POST- Send payment via PayPal to fbdjstue@gmail.com Put postal address in notes section when making payment   ‰÷Ý Music Junkee, 62-64 Cambridge Street, Sheffield S1 2HF ‰÷_ 0114 2759035  ‰÷Ý Embrace Nightclub, 1 Burgess Street, Sheffield S1 2HF ‰÷_ 0114 278811  ‰÷Ý BACH Barbers, 7 Market Place, Chapeltown, Sheffield S35 2UU ‰÷_ 0114 2463085  ‰÷Ý SA-Kis, Division Street, Sheffield  ‰÷Ý Rotherham MESSAGE - Amy Rebecca Hawthorne  ‰÷Ý Rotherham, Maltby, Bramley, Wickersley MESSAGE - Bradley Williams  ‰÷Ý Dinnington and surrounding areas CONTACT -Terri Miller  ‰÷Ý South Sheffield - Dore, Totley, Low Edges, Batemoor, Jordanthorpe, Greenhill, Woodseats, Meadowhead, Gleadless, Norton, Ecclesall Road, Abbeydale Road, London Road and surrounding areas to these MESSAGE Billy Simmons or Phil Blythe‰÷_ 07794 585420  North Sheffield - Hillsborough, Wadsley Bridge, Foxhill, Grenoside, High Green, Southey Green, Parson Cross, Ecclesfield, Shiregreen, Wincobank, Firth Park, Pitsmoor and surrounding areas to these MESSAGE - Tom Hague or Thomas Spin  West Sheffield- Crookes, Stannington, Fullwood, Crosspool and surrounding areas to these MESSAGE - Thomas Spin  East Sheffield - Darnall, Handsworth, Richmond, Woodhouse, Hackenthorpe, Birley, Manor, Crystal Peaks and surrounding areas to these MESSAGE - Chris Dutton  Barnsley areas ‰÷_ 07766193777  Any other enquiries ‰÷_ 07766193777 BBM - 7C177B18 "
